,ein,name,ico,street,city,state,zip,group,subsection,affiliation,classification,ruling,deductibility,foundation,activity,organization,status,tax_period,asset_cd,income_cd,filing_req_cd,pf_filing_req_cd,acct_pd,asset_amt,income_amt,revenue_amt,ntee_cd,sort_name
898,620553259,BOWATER EMPLOYEES CREDIT UNION,% DENLEY C HINES,5123 HWY 11 S,CALHOUN,TN,37309-0000,1182,14,9,1000,195206,2,0,904000000,5,1,201912.0,9,7,1,0,12,176601323.0,9610618.0,9610618.0,,
899,620571252,KINGSTON TVA EMPLOYEES,% RANI BULLINGTON,714 SWAN POND RD,HARRIMAN,TN,37748-8327,1182,14,9,1000,195206,2,0,904000000,5,1,201912.0,6,4,1,0,12,2065685.0,134626.0,134626.0,,
900,620575774,CORNERSTONE FINANCIAL CREDIT UNION,% ROB BYRD,1701 21ST AVE S,NASHVILLE,TN,37212-3703,1182,14,9,1000,195206,2,0,921000000,5,1,201912.0,9,8,1,0,12,416692490.0,24302337.0,21802337.0,,
901,620576362,HOLLEY CREDIT UNION,% VAN BOWDEN,1107 MINERAL WELLS AVE,PARIS,TN,38242-4903,1182,14,9,1000,195206,2,0,904000000,5,1,201912.0,9,6,1,0,12,60471938.0,3231820.0,3231820.0,,
902,620577184,COLLEGEDALE CREDIT UNION,% ERROL ELDER,PO BOX 2098,COLLEGEDALE,TN,37315-2098,1182,14,9,1000,195206,2,0,904000000,5,1,201912.0,8,6,1,0,12,42881064.0,1899836.0,1899836.0,,
903,620579508,FIRST SOUTH FINANCIAL CREDIT UNION,% DR CRAIG ESRAEL,6471 STAGE RD STE 200,BARTLETT,TN,38134-2847,1182,14,9,1000,195206,2,0,904000000,5,1,201812.0,9,8,1,0,12,568153163.0,37759027.0,37759027.0,,
904,620604390,GALLATIN STEAM PLANT CREDIT UNION,% WILLIAM DENNIS,1499 STEAM PLANT RD,GALLATIN,TN,37066-8714,1182,14,9,1000,195206,2,0,904000000,5,1,201912.0,7,4,1,0,12,5128344.0,212240.0,212240.0,,
905,620607232,LIFE CREDIT UNION,% PAM TENPENNY,2010 CHURCH ST STE 204,NASHVILLE,TN,37203-2078,1182,14,9,1000,195206,2,0,904000000,5,1,201912.0,8,6,1,0,12,34355140.0,2552637.0,2552637.0,,
906,620630690,MEMPHIS CITY EMPLOYEES CREDIT UNION,% KEN SWANN OR ALLEN PETERSON,2678 MOUNT MORIAH TER,MEMPHIS,TN,38115-1609,1182,14,9,1000,195206,2,0,904000000,5,1,201912.0,9,8,1,0,12,333261695.0,20487416.0,20247496.0,,
907,620631391,GATEWAY CREDIT UNION,% BRIAN DEVER,100 OTIS SMITH DR,CLARKSVILLE,TN,37043-8939,0,14,3,1000,201611,2,0,904000000,1,1,201912.0,8,5,1,0,12,11712350.0,724217.0,724217.0,,
908,620631778,DIXIE LINE CREDIT UNION,% MELISSA RIDDLE,567 VERITAS ST,NASHVILLE,TN,37211-2835,1182,14,9,1000,195206,2,0,904000000,5,1,201812.0,8,5,1,0,12,10937610.0,594698.0,594698.0,,
909,620638727,METROPOLITAN TEACHERS CREDIT UNION,% BEVERLY BARTON,1605 JEFFERSON ST,NASHVILLE,TN,37208-2902,1182,14,9,1000,195206,2,0,904000000,5,1,201912.0,6,4,1,0,12,2555238.0,125857.0,125857.0,,
910,620671754,LOWLAND CREDIT UNION,% MARK CREECH,1216 E MAIN ST,MORRISTOWN,TN,37814-6657,1182,14,9,1000,195206,2,0,904000000,5,1,201912.0,9,6,1,0,12,101562531.0,4976678.0,4976678.0,,
911,620676416,NORTHEAST COMMUNITY CREDIT UNION,% KATHY CAMPBELL,980 JASON WITTEN WAY,ELIZABETHTON,TN,37643-2969,1182,14,9,1000,195206,2,0,904000000,5,1,201912.0,9,7,1,0,12,121166084.0,5458967.0,5458967.0,,
912,620676679,HEALTH SYSTEMS CREDIT UNION,% GAIL HAWKINS,7565 DANNAHER DR,POWELL,TN,37849-4029,1182,14,9,1000,195206,2,0,904000000,5,1,201912.0,6,4,1,0,12,4436512.0,194916.0,194916.0,,
913,620678664,JOHNSONVILLE TVA EMPLOYEES CREDIT U,% MICHAEL WARREN,209 HIGHWAY 641 N,CAMDEN,TN,38320-1329,1182,14,9,1000,195206,2,0,904000000,5,1,201912.0,9,6,1,0,12,104277339.0,4668200.0,4668200.0,,
914,620681671,LEADERS CREDIT UNION,% TODD SWIMS,87 MURRAY GUARD DR STE A,JACKSON,TN,38305-3775,1182,14,9,1000,195206,2,0,904000000,5,1,201812.0,9,8,1,0,12,389102601.0,29571551.0,29491608.0,,
915,620695369,MEMORIAL CREDIT UNION,% CAROL UNDERWOOD,6800 LONGVIEW RD,CHATTANOOGA,TN,37421-2505,1182,14,9,1000,195206,2,0,904000000,5,1,201912.0,7,4,1,0,12,7458085.0,407997.0,407997.0,,
916,620714058,EMPLOYEE RESOURCES CREDIT UNION,% EMPLOYEE RESOURCES CREDIT UNION,2135 N LOCUST AVE,LAWRENCEBURG,TN,38464-4455,1182,14,9,1000,195206,2,0,904000000,5,1,201912.0,9,7,1,0,12,96979153.0,6046030.0,6020094.0,,
917,620728870,WCG EMPLOYEES CREDIT UNION,% THOMAS BREWER,PO BOX 284,MARTIN,TN,38237-0284,1182,14,9,1000,195206,2,0,904000000,5,1,201812.0,5,3,2,0,12,964700.0,25003.0,25003.0,,
918,620731807,GREATER EASTERN CREDIT UNION,% SHERRY ALLEN,2110 W MOUNTCASTLE DR,JOHNSON CITY,TN,37604-2514,1182,14,9,1000,195206,2,0,904000000,5,1,201912.0,9,6,1,0,12,51004259.0,2738326.0,2738326.0,,
919,620759856,LAKESIDE CREDIT UNION,% KAREN SCOTT,1008 BROADWAY AVE,NEW JOHSONVLE,TN,37134-2132,1182,14,9,1000,195206,2,0,904000000,5,1,201912.0,8,6,1,0,12,35663212.0,1427796.0,1427796.0,,
920,620761061,SKYLINE CREDIT UNION,% VIRGINIA BROOKS,3443 DICKERSON PK/SKYLINE MED PLAZA,NASHVILLE,TN,37207-0000,1182,14,9,1000,195206,2,0,904000000,5,1,201912.0,8,5,1,0,12,16096819.0,602310.0,602310.0,,
921,620787014,GREENEVILLE CITY EMPLOYEES CREDIT U,% ANN HIXSON,310 S MAIN ST STE 3,GREENEVILLE,TN,37743-6176,1182,14,9,1000,195206,2,0,904000000,5,1,201912.0,8,4,1,0,12,10872390.0,454131.0,454131.0,,
922,620787251,YOUR BEST CREDIT UNION,% JOE MENNINGER,26 CENTURY BLVD STE 3,NASHVILLE,TN,37214-3683,1182,14,9,1000,195206,2,0,904000000,5,1,201812.0,8,6,1,0,12,17931087.0,1108533.0,1108533.0,,
923,620791762,HURD EMPLOYEES CREDIT UNION,% CAROLE THORNBURG,200 W CHURCH ST,GREENEVILLE,TN,37745-3806,1182,14,9,1000,195206,2,0,904000000,5,1,201912.0,6,4,1,0,12,3344747.0,172783.0,172783.0,,
924,620794076,THE WEST TENNESSEE CREDIT UNION,% DICK BALLARD,2521 FITE RD,MEMPHIS,TN,38127-1940,1182,14,9,1000,195206,2,0,904000000,5,1,201912.0,8,5,1,0,12,17482128.0,772451.0,772451.0,,
925,620794334,A U B EMPLOYEES CREDIT UNION,% MYRL VAUGHN,100 NEW ENGLEWOOD RD,ATHENS,TN,37303-4764,1182,14,9,1000,195206,2,0,904000000,5,1,201912.0,6,3,1,0,12,1590771.0,65865.0,65865.0,,
926,620804169,TENNESSEE EMPLOYEES CREDIT UNION,% SHERRIE BROOKS,400 DEADERICK ST,NASHVILLE,TN,37243-1403,1182,14,9,1000,195206,2,0,904000000,5,1,201912.0,8,6,1,0,12,26288613.0,1262434.0,1262434.0,,
927,620806449,HARDIN COUNTY HOSPITAL EMPLOYEES CR,% ANDRIA STANFORD,935 WAYNE ROAD,SAVANNAH,TN,38372-1904,1182,14,9,1000,195206,2,0,904000000,5,1,201912.0,6,3,2,0,12,1099016.0,38323.0,38323.0,,
928,620812280,OMC EMPLOYEES CREDIT UNION,% BRIAN MCMANUS,PO BOX 828,CHARLESTON,TN,37310-0828,1182,14,9,1000,195206,2,0,904000000,5,1,201912.0,8,5,1,0,12,28060013.0,918963.0,918963.0,,
929,620840518,PIAS CREDIT UNION,% EDWARD CHALIFOUX,305 PLUS PARK BLVD,NASHVILLE,TN,37217-1089,1182,14,9,1000,195206,2,0,904000000,5,1,201912.0,6,4,1,0,12,4884960.0,219868.0,219868.0,,
930,620873575,APPLIANCE CREDIT UNION,% BOBBIE ROSS,150 LINDEN AVE SE,CLEVELAND,TN,37311-2902,1182,14,9,1000,195206,2,0,904000000,5,1,201912.0,8,5,1,0,12,10356093.0,529358.0,529358.0,,
931,620883199,MARYVILLE MUNICIPAL CREDIT UNION,% TOM BOYLE,321 W BROADWAY AVE,MARYVILLE,TN,37801-4707,1182,14,9,1000,195206,2,0,904000000,5,1,201912.0,8,5,1,0,12,17627389.0,567780.0,567780.0,,
932,620934157,KNOX COUNTY EMPLOYEES CREDIT UNION,% ROBIN ADDIS,400 W MAIN ST RM 355,KNOXVILLE,TN,37902-3707,1182,14,9,1000,195206,2,0,904000000,5,1,201812.0,7,4,1,0,12,9731220.0,440348.0,440348.0,W61Z,
933,620962107,CONSUMER CREDIT UNION,% SAM MILLER,3634 E ANDREW JOHNSON HWY,GREENEVILLE,TN,37745-1083,1182,14,9,1000,195206,2,0,904000000,5,1,201912.0,9,8,1,0,12,490308341.0,21207018.0,17658027.0,,
934,620969261,GREENEVILLE WORKS EMPL SAVINGS ASSO CREDIT,% DORIS MCAMIS,2745 SNAPPS FERRY RD,GREENEVILLE,TN,37745-1641,1182,14,9,1000,195206,2,0,904000000,5,1,201912.0,6,4,1,0,12,1872144.0,131275.0,131275.0,,
935,621014489,JACK DANIEL EMPLOYEES CREDIT UNION,% PAMELA CASE,PO BOX 199,LYNCHBURG,TN,37352-0199,1182,14,9,1000,195206,2,0,904000000,5,1,201912.0,8,6,1,0,12,32901051.0,1647527.0,1647527.0,,
936,621085618,MCNAIRY CO EMPLOYEES CU,% NICKIE FRANKS,PO BOX 867,ADAMSVILLE,TN,38310-0867,1182,14,9,1000,195206,2,0,904000000,5,1,201812.0,6,3,1,0,12,1537155.0,88151.0,88151.0,W61,
937,621092964,UPS EMPLOYEES CREDIT UNION,% SARAH LANGSTON,1814 E BROOKS RD,MEMPHIS,TN,38116-3608,1182,14,9,1000,195206,2,0,904000000,5,1,201912.0,8,6,1,0,12,26895932.0,1826856.0,1826856.0,,
938,621099217,TENNESSEE DEPARTMENT OF SAFETY CREDIT UNION,% CATHY E AKINS,1150 FOSTER AVE,NASHVILLE,TN,37243-4400,1182,14,9,1000,195206,2,0,904000000,5,1,201912.0,7,4,1,0,12,9364639.0,336608.0,336608.0,,
939,621120233,VOLUNTEER CORPORATE CREDIT UNION,% JEFFERY MERRY,2460 ATRIUM WAY,NASHVILLE,TN,37214-5102,1182,14,9,1000,195206,2,0,904000000,5,1,201912.0,9,8,1,0,12,1339904120.0,40461745.0,40461745.0,,
940,626039479,EASTMAN CREDIT UNION,% OLAN JONES,PO BOX 1989,KINGSPORT,TN,37662-1989,1182,14,9,1000,195206,2,0,904000000,5,1,201912.0,9,9,1,0,12,5099588309.0,252931903.0,251106306.0,,
941,626040210,OLD HICKORY CREDIT UNION,,PO BOX 140478,NASHVILLE,TN,37214-0478,1182,14,9,1000,195206,2,0,904000000,5,1,201812.0,9,8,1,0,12,225359080.0,12032261.0,12030386.0,,
942,626040478,HERITAGE SOUTH COMMUNITY CU,% MARVIN MCBEE,PO BOX 1219,SHELBYVILLE,TN,37162-1219,1182,14,9,1000,195206,2,0,904000000,5,1,201912.0,9,8,1,0,12,234540950.0,19032171.0,18115825.0,,
943,626040513,ENBRIGHT CREDIT UNION,% RON SMITH,2340 JACKSON DOWNS BLVD,NASHVILLE,TN,37214-2372,1182,14,9,1000,195206,2,0,904000000,5,1,201912.0,9,6,1,0,12,68585676.0,3935786.0,3935786.0,,
944,626041064,LIFEWAY CREDIT UNION,% WADE STAPLETON,ONE LIFEWAY PLZ STE 20,NASHVILLE,TN,37234-1001,1182,14,9,1000,195206,2,0,904000000,5,1,201812.0,8,6,1,0,12,43679291.0,1605788.0,1605788.0,,
945,626041068,C E M C EMPLOYEES CREDIT UNION,% LORI VON PALKO,PO BOX 3300,CLARKSVILLE,TN,37043-3300,1182,14,9,1000,195206,2,0,904000000,5,1,201912.0,6,4,1,0,12,2341901.0,132021.0,132021.0,,
946,626041453,KINGSPORT PRESS CU,% DEBORAH SALYER,528 W CENTER ST,KINGSPORT,TN,37660-3660,1182,14,9,1000,195206,2,0,904000000,5,1,201912.0,9,6,1,0,12,71377908.0,3587970.0,3587970.0,,
947,626041473,MOUNTAIN STATES CREDIT UNION,% JOHN-MICHAEL NELMS,1102 WEST MARKET STREET STE SUITE 2,JOHNSON CITY,TN,37604-5375,1182,14,9,1000,195206,2,0,904000000,5,1,201912.0,8,6,1,0,12,24205960.0,1630392.0,1630392.0,,
948,626042274,SCENIC COMMUNITY CREDIT UNION,% KENDALL FOSTER,4503 HIXSON PIKE,HIXSON,TN,37343-5035,1182,14,9,1000,195206,2,0,904000000,5,1,201912.0,9,7,1,0,12,120436877.0,5658575.0,5658575.0,,
949,626042312,VANDERBILT UNIVERSITY EMPLOYEES CREDIT UNION,,1313 21ST AVENUE SOUTH OXFORD HOUSE,NASHVILLE,TN,37232-0001,1182,14,9,1000,195206,2,0,904000000,5,1,201812.0,8,6,1,0,12,40262771.0,1691667.0,1691667.0,,
950,626047295,ST THOMAS CREDIT UNION,% MARY COLEMAN,4230 HARDING RD STE 103,NASHVILLE,TN,37205-2013,1182,14,9,1000,195206,2,0,904000000,5,1,201812.0,8,6,1,0,12,26050335.0,1882111.0,1882111.0,,
951,626051098,LANGSTON BAG CO EMPLOYEES SA CREDIT,% ROY WOOTEN,1760 S 3RD ST,MEMPHIS,TN,38109-7712,1182,14,9,1000,195206,2,0,904000000,5,1,201812.0,0,0,2,0,12,0.0,0.0,0.0,,
952,626074064,MPD COMMUNITY CREDIT UNION,% NANCY WALKER,2711 OLD LEBANON RD,NASHVILLE,TN,37214-2516,1182,14,9,1000,195206,2,0,904000000,5,1,201912.0,8,6,1,0,12,28413583.0,1570026.0,1570020.0,,
953,626074998,CREDIT UNIONS CHARTERED IN THE STATE OF TENNESSEE,% TINA G MILLER,400 DEADERICK ST FL 6,NASHVILLE,TN,37243-1403,1182,14,6,1000,195206,2,0,904000000,5,1,,0,0,14,0,12,,,,,STATE OF TN-DEPT OF FINANCIAL INSTI
954,626081645,PATHWAY CREDIT UNION,% LYNN GOLDEN,2751 COMMERCE DRIVE,CLEVELAND,TN,37311-1454,1182,14,9,1000,195206,2,0,904000000,5,1,201912.0,6,4,1,0,12,4834229.0,193896.0,193896.0,,
955,626118790,CREDIT UNION FOR ROBERTSON COUNTY,% WANDA MASON,2416 MEMORIAL BLVD,SPRINGFIELD,TN,37172-3921,1182,14,9,1000,195206,2,0,904000000,5,1,201912.0,9,6,1,0,12,60869212.0,4451401.0,4451401.0,,
956,626642525,HEALTHCARE SERVICES CREDIT UNION,% SUSAN TANT,946 E 3RD ST,CHATTANOOGA,TN,37403-2101,1182,14,9,1000,195206,2,0,904000000,5,1,201912.0,8,6,1,0,12,19865060.0,1319737.0,1319737.0,,
957,630002236,ALABAMA CREDIT UNION ADMINSTRATION,% BRAD HADDOCK,3601 4TH AVE S,BIRMINGHAM,AL,35222-2417,1422,14,9,1000,197106,2,0,921279000,5,1,201812.0,9,7,1,0,12,137710894.0,9247026.0,9247024.0,,ALABAMA CENTRAL CREDIT UNION
958,630021787,ALATRUST CREDIT UNION,% STEVE NIX,PO BOX 36489,HOOVER,AL,35236-6489,1422,14,9,1000,197006,2,0,921279000,5,1,201912.0,9,7,1,0,12,140643251.0,6643637.0,6643637.0,,CREDIT UNIONS IN THE STATE OF ALABA
959,630021945,CREDIT UNIONS IN THE STATE OF ALABAMA,% TONY MANZELLA,1808 7TH AVE N,BIRMINGHAM,AL,35203-2201,1422,14,9,1000,197106,2,0,921279000,5,1,201912.0,7,4,1,0,12,6377866.0,397354.0,397354.0,,FIREMANS
960,630022431,ALABAMA LAW ENFORCEMENT CREDIT UNION,% LAVELLE NOBLITT,3712 4TH AVE S,BIRMINGHAM,AL,35222-2420,1422,14,9,1000,194112,2,0,921279000,5,1,201812.0,8,6,1,0,12,14125266.0,1331322.0,1331322.0,,
961,630148940,MUTUAL SAVINGS,% KENDALL SPEED,2040 VALLEYDALE RD,HOOVER,AL,35244-2006,1422,14,9,1000,197106,2,0,921000000,1,1,201812.0,9,8,1,0,12,173640666.0,11531711.0,11531711.0,,CREDIT NIONS IN THE STATE OF ALABAM
962,630207315,AVADIAN CREDIT UNION,% LINDA CENCULA,1 RIVERCHASE PKWY S,HOOVER,AL,35244-2008,1422,14,9,1000,197106,2,0,921000000,1,1,201912.0,9,9,1,0,12,864803155.0,59396850.0,48838263.0,,
963,630207455,LANDMARK CREDIT UNION,% DOW HILL,PO BOX 150,FAIRFIELD,AL,35064-0150,1422,14,9,1000,197106,2,0,921279000,5,1,201812.0,8,6,1,0,12,39537076.0,2337730.0,2337730.0,,
964,630288900,HERITAGE SOUTH CREDIT UNION,% JAMIE PAYTON,60 GENE E STEWART BLVD,SYLACAUGA,AL,35151-4542,1422,14,9,1000,197106,2,0,921279000,5,1,201812.0,9,7,1,0,12,125141054.0,7734067.0,7734067.0,,
965,630288906,CREDIT UNIONS IN THE STATE OF ALABAMA,% JOEY HAND,PO BOX 2385,BIRMINGHAM,AL,35201-2385,1422,14,9,1000,197106,2,0,921279000,5,1,201812.0,9,7,1,0,12,141452420.0,7027596.0,7027596.0,,ECO CREDIT UNION
966,630305308,ALABAMA POSTAL CREDIT UNION,% BILL LAWLEY,PO BOX 11627,BIRMINGHAM,AL,35202-1627,1422,14,9,1000,197106,2,0,921279000,5,1,201812.0,7,4,1,0,12,7190040.0,392938.0,392938.0,W610,
967,630306291,TVA COMMUNITY CREDIT UNION,% KIM BURKETT,PO BOX 1010,MUSCLE SHOALS,AL,35662-1010,1422,14,9,1000,197106,2,0,921279000,5,1,201912.0,9,8,1,0,12,335592570.0,12408213.0,12408213.0,,
968,630317160,CREDIT UNIONS CHARTERED IN THE STATE OF ALABAMA,% ELIZABETH BATTLES,109 ST JOSEPH ST,MOBILE,AL,36602-3605,1422,14,9,1000,194112,2,0,921279000,5,1,201912.0,8,5,1,0,12,20154673.0,567875.0,567875.0,,MOBILE GOVT EMPLOYEES
969,630321814,CREDIT UNIONS IN THE STATE OF ALABAMA,% CHRISTI THOMPSON,2505 HIGHWAY 31 S,DECATUR,AL,35603-1503,1422,14,9,1000,197106,2,0,921279000,5,1,201912.0,8,6,1,0,12,26633904.0,1473487.0,1473487.0,,WCU CU
970,630328360,CREDIT UNIONS IN THE STATE OF ALABAMA,% DERRICK RASLAND JR,750 17TH ST N,BIRMINGHAM,AL,35203-2020,1422,14,9,1000,194112,2,0,921279000,5,1,201812.0,9,9,1,0,12,2863040688.0,82398540.0,82398540.0,,APCO EMPLOYEES
971,630332689,CREDIT UNIONS IN THE STATE OF ALABAMA,% CAROLYN SIMMONS,1200 REV ABRAHAM WOODS JR BLVD,BIRMINGHAM,AL,35285-0003,1422,14,9,1000,197106,2,0,921279000,5,1,201912.0,8,6,1,0,12,31042523.0,1528369.0,1528369.0,,SOCIAL SECURITY
972,630333902,CREDIT UNIONS IN THE STATE OF ALABAMA,% BRAD GREEN,PO BOX 566,SHEFFIELD,AL,35660-0566,1422,14,9,1000,197106,2,0,921279000,5,1,201912.0,9,9,1,0,12,876028871.0,55438140.0,53487790.0,,LISTERHILL C U
973,630337435,BRASSIES,% MICHELLE KING,1800 GOLDEN SPRINGS RD,ANNISTON,AL,36207-8324,1422,14,9,1000,196701,2,0,921279000,5,1,201912.0,6,4,1,0,12,3682008.0,284893.0,201393.0,,CREDIT UNIONS IN THE STATE OF ALABA
974,630337813,OPP-MICOLAS,% KYLER FRAZIER,PO BOX 70,OPP,AL,36467-0070,1422,14,9,1000,197212,2,0,921279000,5,1,201812.0,8,4,1,0,12,12334739.0,466216.0,466216.0,,CREDIT UNIONS IN THE STATE OF ALABA
975,630338434,CREDIT UNIONS IN THE STATE OF ALABAMA,% BUDDY BERRYHILL,PO BOX 132,HUNTSVILLE,AL,35804-0132,1422,14,9,1000,197106,2,0,921279000,5,1,201812.0,6,4,1,0,12,3181732.0,113373.0,113373.0,,POSTAL EMP CRED UNION
976,630338577,CREDIT UNIONS IN THE STATE OF ALABAMA,% OLABODE ANISE,5662 COTTAGE HILL RD,MOBILE,AL,36609-4233,1422,14,9,1000,194112,2,0,921279000,5,1,201912.0,8,6,1,0,12,27472385.0,2288732.0,2288732.0,,AZALEA CITY CREDIT UNION
977,630346919,CREDIT UNIONS IN THE STATE OF ALABAMA,% KEVIN FORD,1010 GOLDEN SPRINGS RD,ANNISTON,AL,36207-6920,1422,14,9,1000,196701,2,0,921279000,5,1,201912.0,9,7,1,0,12,212572248.0,8535898.0,8319364.0,,FORT MCCLELLAN CREDIT UNION
978,630348156,ALABAMA STATE EMPLOYEES CREDIT UNION,% MICHAEL HART,4217 LOMAC ST,MONTGOMERY,AL,36106-2816,1422,14,9,1000,197106,2,0,921279000,5,1,201812.0,9,8,1,0,12,294473218.0,23182199.0,21683573.0,,
979,630353833,ALABAMA ONE CREDIT UNION,% BILL WELLS,1215 VETERANS MEMORIAL PKWY,TUSCALOOSA,AL,35404-5842,1422,14,9,1000,197106,2,0,921279000,5,1,201812.0,9,8,1,0,12,606535762.0,33821508.0,33821508.0,,
980,630355713,CREDIT UNIONS IN THE STATE OF ALABAMA,% MONTE HILL,205 RESCIA AVE,RAINBOW CITY,AL,35906-5932,1422,14,9,1000,197106,2,0,921279000,5,1,201812.0,9,8,1,0,12,404958311.0,33939218.0,33874477.0,,FAMILY SAVINGS
981,630357412,CREDIT UNIONS CHARTERED IN THE STATE OF ALABAMA,% JEANETTE KELLER,PO BOX 7386,MOBILE,AL,36670-0386,1422,14,9,1000,197208,2,0,921279000,5,1,201912.0,7,4,1,0,12,7687234.0,390475.0,390475.0,,BLUE FLAME CRED UNION
982,630362060,CREDIT UNIONS IN THE STATE OF ALABAMA,% MARY LEIGH MATTHEWS,1604 GUSMUS AVE,MUSCLE SHOALS,AL,35661-2440,1422,14,9,1000,197106,2,0,921279000,5,1,201912.0,8,5,1,0,12,17405670.0,629317.0,629317.0,,RAILWAY EMP CRED UNION
983,630368585,CREDIT UNIONS IN THE STATE OF ALABAMA,% CARRIE PLAYER,708 17TH ST N,BIRMINGHAM,AL,35203-2020,1422,14,9,1000,194112,2,0,921279000,5,1,201912.0,7,5,1,0,12,8984115.0,935792.0,935792.0,,BIRMINGHAM CITY CU
984,630371386,CREDIT UNIONS IN THE STATE OF ALABAMA,% DAVID EUBANKS,110 S 26TH ST,GADSDEN,AL,35904-1935,1422,14,9,1000,197106,0,0,0,5,1,201812.0,9,8,1,0,12,261600320.0,15168846.0,14014223.0,,WINSOUTH COMMUNITY CREDIT UNION
985,630371534,CREDIT UNIONS IN THE STATE OF ALABAMA,% MICHELLE COOPER,4101 VANDERBILT RD,BIRMINGHAM,AL,35217-3807,1422,14,9,1000,197106,2,0,921279000,5,1,201912.0,7,5,1,0,12,8491542.0,595202.0,595202.0,,L & N CREDIT UNION
986,630381523,CREDIT UNIONS IN THE STATE OF ALABAMA,% LYNN PARNELL,1638 INDUSTRIAL RD,MC INTOSH,AL,36553-6609,1422,14,9,1000,194112,2,0,921279000,5,1,201912.0,6,4,1,0,12,4438551.0,177383.0,177383.0,,CHEMCO
987,630390327,CREDIT UNIONS IN THE STATE OF ALABAMA,% CHARLES FAULKNER,5261 ROSS BRIDGE PKWY,HOOVER,AL,35226-5011,1422,14,9,1000,197106,2,0,921279000,5,1,201912.0,9,6,1,0,12,67280208.0,4551797.0,4551797.0,,JEFFERSON CREDIT UNION
988,630416506,CREDIT UNIONS CHARTERED IN THE STATE OF ALABAMA,% GREG KELLER,1509 4TH AVE S,BIRMINGHAM,AL,35233-1612,1422,14,9,1000,197106,2,0,921279000,5,1,201912.0,8,5,1,0,12,16851513.0,934747.0,934747.0,,FEDERAL EMPLOYEES C U
989,630416876,NAHEOLA CREDIT UNION,% MARK JOHNSON,PO BOX 102,PENNINGTON,AL,36916-0102,1422,14,9,1000,195808,2,0,921279000,5,1,201912.0,9,7,1,0,12,119021495.0,7309927.0,7309927.0,,
990,630420086,HEALTH CREDIT UNION,% JUDD DAVIS,1400 6TH AVE S,BIRMINGHAM,AL,35233-1502,1422,14,9,1000,197106,2,0,921279000,5,1,201912.0,8,6,1,0,12,19962216.0,1027537.0,1027537.0,W61,HEALTH CREDIT UNION
991,630421006,GUARDIAN CREDIT UNION,% HEATH HARRELL,418 MADISON AVE,MONTGOMERY,AL,36104-3630,1422,14,9,1000,197106,2,0,921279000,5,1,201912.0,9,8,1,0,12,574064768.0,45079483.0,45079483.0,,
992,630421565,CREDIT UNIONS IN THE STATE OF ALABAMA,% PATSY MAZINGO,2605 7TH ST,TUSCALOOSA,AL,35401-1803,1422,14,9,1000,194112,2,0,921279000,5,1,201912.0,8,5,1,0,12,10732974.0,648770.0,648770.0,,TUSCALOOSA COUNTY
993,630421601,VALLEY CREDIT UNION,% HILLARD SPARKS,PO BOX 388,TUSCUMBIA,AL,35674-0388,1422,14,9,1000,197210,2,0,921279000,5,1,201912.0,9,6,1,0,12,76954948.0,3217191.0,3217191.0,,VALLEY
994,630422553,AUBURN UNIVERSITY CREDIT UNION,% HENRY ARMSTRONG,PO BOX 1610,AUBURN,AL,36831-1610,1422,14,9,1000,197106,2,0,921279000,5,1,,0,0,1,0,12,,,,,
995,630436631,RIVERFALL CREDIT UNION,% DIANE HESTER,2520 6TH ST,TUSCALOOSA,AL,35401-1702,1422,14,9,1000,194112,2,0,921279000,5,1,201912.0,9,7,1,0,12,126564995.0,8655419.0,5757149.0,,CREDIT UNIONS IN THE STATE OF AL
996,630437941,RAILROAD COMMUNITY CREDIT UNION,% SHARON HAZELWOOD,1808 2ND AVE S,IRONDALE,AL,35210-1512,1422,14,9,1000,197106,2,0,921279000,5,1,201912.0,9,6,1,0,12,106268219.0,2610795.0,2610795.0,,
997,630438963,CREDIT UNIONS IN THE STATE OF ALABAMA,% SHERRY FULKS,103 MANGUM ST,FLORENCE,AL,35630-1559,1422,14,9,1000,194112,2,0,921279000,5,1,201912.0,8,5,1,0,12,28784870.0,968686.0,968686.0,,LAUDERDALE CNTY TEA CU
998,630440014,CREDIT UNIONS OF ALABAMA,% STEVE SWOFFORD,220 PAUL BRYANT DRIVE,TUSCALOOSA,AL,35401-0000,1422,14,9,1000,194112,2,0,921279000,5,1,201812.0,9,9,1,0,12,876272368.0,58857612.0,43738378.0,,ALABAMA CREDIT UNION
999,630456978,CREDIT UNIONS IN THE STATE OF ALABAMA,% CONNIE MCCOOL,2302 JACK WARNER PKWY,TUSCALOOSA,AL,35401-1034,1422,14,9,1000,194112,2,0,921279000,5,1,201912.0,8,5,1,0,12,17173521.0,880676.0,880676.0,,CITY CREDIT UNION
1000,630458217,CREDIT UNIONS IN THE STATE OF ALABAMA,% TINA WILLIAMS,3150 AIRPORT BLVD,MOBILE,AL,36606-3803,1422,14,9,1000,196701,2,0,921279000,5,1,201912.0,9,6,1,0,12,86399583.0,3389236.0,3389236.0,,MOBILE EDUCATORS
1001,630459546,CREDIT UNIONS IN THE STATE OF ALABAMA,% DEBRA YORK,744 41ST ST N,BIRMINGHAM,AL,35222-1124,1422,14,9,1000,195808,2,0,921279000,5,1,201912.0,6,4,1,0,12,2385656.0,115338.0,115338.0,,ONEAL
